context,question,answer,source_doc,groundedness_score,groundedness_eval,relevance_score,relevance_eval,standalone_score,standalone_eval
"Model Card components

**Model Card Components** are special elements that you can inject directly into your Model Card markdown to display powerful custom components in your model page. These components are authored by us, feel free to share ideas about new Model Card component in [this discussion](https://huggingface.co/spaces/huggingface/HuggingDiscussions/discussions/17).

## The Gallery component

Add the `<Gallery />` component to your text-to-image model card to showcase your images generation.

For example,
```md

<Gallery />

## Model description

TintinIA is fine-tuned version of Stable-Diffusion-xl trained on 125 comics panels from Tintin album.

```


<div class=""flex justify-center"">
<img class=""block dark:hidden"" src=""https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/hub/models-gallery.png""/>
<img class=""hidden dark:block"" src=""https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/hub/models-gallery-dark.png""/>
</div>

The `<Gallery/>` component will use your Model Card [widget metadata](/docs/hub/models-widgets-examples#text-to-image) to display the images with each associated prompt.

```yaml
widget:
- text: ""drawing of tintin in a shop""
  output:
    url: ""images/shop.png""
- text: ""drawing of tintin watching rugby""
  output:
    url: ""images/rugby.png""
  parameters:
    negative_prompt: ""blurry""
- text: ""tintin working at the office""
  output:
    url: ""images/office.png""
```

> Hint: Support of Card Components through the GUI editor coming soon...","What is the name of the Model Card component that displays images generated by a text-to-image model?
",Gallery,huggingface/hub-docs/blob/main/docs/hub/model-cards-components.md,5.0,"The context provides a clear description of Model Card components and specifically mentions the Gallery component, which is used to display images generated by a text-to-image model. However, it does not explicitly mention what other types of Model Card components exist or what their specific functions are.

",4.0,"This question appears to be specific and targeted towards Hugging Face's Model Cards, which are used to provide additional metadata and information about models in the ecosystem. The fact that it mentions a specific type of image (generated by a text-to-image model) suggests that the question is likely relevant to developers working with this particular domain.
The question seems clear and unambiguous, making it easier for an expert in the field to answer accurately.

",5.0,"The question is clear and asks about a specific feature within the context of a broader framework (Model Cards), but it does not require any additional information beyond general knowledge of what Model Cards are or how they might function. It specifically references a component that is likely well-defined, making the question self-contained.
"
"<div class=""flex justify-center"">
    <img class=""rounded-xl"" src=""https://huggingface.co/datasets/hf-internal-testing/diffusers-images/resolve/main/kandinskyv22/robot_cat.png""/>
</div>

## Optimizations

Kandinsky is unique because it requires a prior pipeline to generate the mappings, and a second pipeline to decode the latents into an image. Optimization efforts should be focused on the second pipeline because that is where the bulk of the computation is done. Here are some tips to improve Kandinsky during inference.

1. Enable [xFormers](../optimization/xformers) if you're using PyTorch < 2.0:

```diff
  from diffusers import DiffusionPipeline
  import torch

  pipe = DiffusionPipeline.from_pretrained(""kandinsky-community/kandinsky-2-1"", torch_dtype=torch.float16)
+ pipe.enable_xformers_memory_efficient_attention()
```

2. Enable `torch.compile` if you're using PyTorch >= 2.0 to automatically use scaled dot-product attention (SDPA):

```diff
  pipe.unet.to(memory_format=torch.channels_last)
+ pipe.unet = torch.compile(pipe.unet, mode=""reduce-overhead"", fullgraph=True)
```

This is the same as explicitly setting the attention processor to use [`~models.attention_processor.AttnAddedKVProcessor2_0`]:

```py
from diffusers.models.attention_processor import AttnAddedKVProcessor2_0

pipe.unet.set_attn_processor(AttnAddedKVProcessor2_0())
```

3. Offload the model to the CPU with [`~KandinskyPriorPipeline.enable_model_cpu_offload`] to avoid out-of-memory errors:

```diff
  from diffusers import DiffusionPipeline
  import torch

  pipe = DiffusionPipeline.from_pretrained(""kandinsky-community/kandinsky-2-1"", torch_dtype=torch.float16)
+ pipe.enable_model_cpu_offload()
```

4. By default, the text-to-image pipeline uses the [`DDIMScheduler`] but you can replace it with another scheduler like [`DDPMScheduler`] to see how that affects the tradeoff between inference speed and image quality:

```py
from diffusers import DDPMScheduler
from diffusers import DiffusionPipeline","What is Kandinsky unique about in terms of pipeline requirements?
","It requires a prior pipeline to generate the mappings, and a second pipeline to decode the latents into an image.",huggingface/diffusers/blob/main/docs/source/en/using-diffusers/kandinsky.md,5.0,"The context clearly explains what makes Kandinsky unique in terms of pipeline requirements, specifically mentioning the need for a prior pipeline to generate mappings and a second pipeline to decode latents into an image. It also provides optimization tips for improving performance during inference.

",4.0,"The question is somewhat specific to a particular component (Kandinsky) within the Hugging Face ecosystem, which implies that it's related to a specific aspect or edge case. It requires knowledge of how Kandinsky operates and what sets it apart from other components in terms of pipeline requirements.
",5.0,"This question refers to a specific entity, Kandinsky, which appears to be a model or tool, without providing any context. However, it's clear that the question is asking for information about this entity's characteristics or properties, specifically regarding pipeline requirements.
"
"<Tip warning={true}>

You must keep the `diffusers` folder if you want to keep using the library.

</Tip>

Now you can easily update your clone to the latest version of 🤗 Diffusers with the following command:

```bash
cd ~/diffusers/
git pull
```

Your Python environment will find the `main` version of 🤗 Diffusers on the next run.

## Cache

Model weights and files are downloaded from the Hub to a cache which is usually your home directory. You can change the cache location by specifying the `HF_HOME` or `HUGGINFACE_HUB_CACHE` environment variables or configuring the `cache_dir` parameter in methods like [`~DiffusionPipeline.from_pretrained`].

Cached files allow you to run 🤗 Diffusers offline. To prevent 🤗 Diffusers from connecting to the internet, set the `HF_HUB_OFFLINE` environment variable to `True` and 🤗 Diffusers will only load previously downloaded files in the cache.

```shell
export HF_HUB_OFFLINE=True
```

For more details about managing and cleaning the cache, take a look at the [caching](https://huggingface.co/docs/huggingface_hub/guides/manage-cache) guide.

## Telemetry logging

Our library gathers telemetry information during [`~DiffusionPipeline.from_pretrained`] requests.
The data gathered includes the version of 🤗 Diffusers and PyTorch/Flax, the requested model or pipeline class,
and the path to a pretrained checkpoint if it is hosted on the Hugging Face Hub.
This usage data helps us debug issues and prioritize new features.
Telemetry is only sent when loading models and pipelines from the Hub,
and it is not collected if you're loading local files.

We understand that not everyone wants to share additional information,and we respect your privacy.
You can disable telemetry collection by setting the `DISABLE_TELEMETRY` environment variable from your terminal:

On Linux/MacOS:
```bash
export DISABLE_TELEMETRY=YES
```

On Windows:
```bash
set DISABLE_TELEMETRY=YES
```","What is the command to update a clone of 🤗 Diffusers to the latest version?
",cd ~/diffusers/ && git pull,huggingface/diffusers/blob/main/docs/source/en/installation.md,5.0,"The context provides a clear instruction on how to update a clone of 🤗 Diffusers to the latest version, which is ""cd ~/diffusers/ && git pull"". This command is explicitly mentioned in the provided text and is easy to understand. There are no ambiguous or unclear statements related to updating the clone.

",4.0,"This question appears to be useful because it directly asks about performing an update operation on a specific library (🤗 Diffusers) within the Hugging Face ecosystem, which is relevant to machine learning developers using this technology. The answer will likely involve providing a straightforward command or instruction that can be easily followed.
",4.0,"The question refers to an external entity (""🤗 Diffusers""), but it's clear what it's about, and the context can be inferred from the acronym. However, there might be multiple ways to update a clone of a repository, so the question could benefit from specifying whether it's asking for Git commands or other tools.
"
"### Examples

A minimal example of looks as follows:
```Python
qrel = {
    ""query"": [0],
    ""q0"": [""q0""],
    ""docid"": [""doc_1""],
    ""rel"": [2]
}
run = {
    ""query"": [0, 0],
    ""q0"": [""q0"", ""q0""],
    ""docid"": [""doc_2"", ""doc_1""],
    ""rank"": [0, 1],
    ""score"": [1.5, 1.2],
    ""system"": [""test"", ""test""]
}

trec_eval = evaluate.load(""trec_eval"")
results = trec_eval.compute(references=[qrel], predictions=[run])
results[""P@5""]
0.2
```

A more realistic use case with an examples from [`trectools`](https://github.com/joaopalotti/trectools):

```python
qrel = pd.read_csv(""robust03_qrels.txt"", sep=""\s+"", names=[""query"", ""q0"", ""docid"", ""rel""])
qrel[""q0""] = qrel[""q0""].astype(str)
qrel = qrel.to_dict(orient=""list"")

run = pd.read_csv(""input.InexpC2"", sep=""\s+"", names=[""query"", ""q0"", ""docid"", ""rank"", ""score"", ""system""])
run = run.to_dict(orient=""list"")

trec_eval = evaluate.load(""trec_eval"")
result = trec_eval.compute(run=[run], qrel=[qrel])
```

```python
result

{'runid': 'InexpC2',
 'num_ret': 100000,
 'num_rel': 6074,
 'num_rel_ret': 3198,
 'num_q': 100,
 'map': 0.22485930431817494,
 'gm_map': 0.10411523825735523,
 'bpref': 0.217511695914079,
 'Rprec': 0.2502547201167236,
 'recip_rank': 0.6646545943335417,
 'P@5': 0.44,
 'P@10': 0.37,
 'P@15': 0.34600000000000003,
 'P@20': 0.30999999999999994,
 'P@30': 0.2563333333333333,
 'P@100': 0.1428,
 'P@200': 0.09510000000000002,
 'P@500': 0.05242,
 'P@1000': 0.03198,
 'NDCG@5': 0.4101480395089769,
 'NDCG@10': 0.3806761417784469,
 'NDCG@15': 0.37819463408955706,
 'NDCG@20': 0.3686080836061317,
 'NDCG@30': 0.352474353427451,
 'NDCG@100': 0.3778329431025776,
 'NDCG@200': 0.4119129817248979,
 'NDCG@500': 0.4585354576461375,
 'NDCG@1000': 0.49092149290805653}
```

## Limitations and Bias
The `trec_eval` metric requires the inputs to be in the TREC run and qrel formats for predictions and references.


## Citation","What is the recall at rank 5 for the system ""test"" according to trec_eval?
",0.2,huggingface/evaluate/blob/main/metrics/trec_eval/README.md,5.0,"The context clearly explains how to use trec_eval to compute various metrics, including recall at rank. It provides a minimal example that demonstrates how to call the trec_eval.compute function with a reference (qrel) and a prediction (run), and then access the result using results[""P@5""]. This indicates that the question about recall at rank 5 for the system ""test"" can be answered by following these steps. Additionally, the context explains the limitations and bias of trec_eval, which is relevant to understanding how to use it correctly.

",4.0,"This question is useful because it requires knowledge of the TREC evaluation metrics, which are commonly used in NLP applications. The answer will likely involve understanding how to use the `trec_eval` tool and its output, which can be applied to various machine learning development scenarios. However, the question's specificity (focusing on recall at rank 5) might limit its general applicability to broader machine learning development tasks.

",5.0,"The question asks about a specific metric (recall at rank 5) related to a particular system (""test"") and tool (trec_eval), but it does not require any additional context beyond what is mentioned in the question. The terms ""recall"", ""rank 5"", ""system"", and ""trec_eval"" are clear enough that someone familiar with information retrieval evaluation would understand what is being asked.

"
"## Providing a bugfix

Please give a description of the circumstances that lead to the bug. If there is an existing issue, please link to it (e.g. “Resolves #12345”).

Ideally, when a bugfix is provided, it should be accompanied by a test for this bug. The test should fail with the current code and pass with the bugfix. Add a comment to the test that references the issue or PR. Without such a test, it is difficult to prevent regressions in the future.

## Adding a new fine-tuning method

New parameter-efficient fine-tuning methods are developed all the time. If you would like to add a new, promising method to PEFT, please follow these steps.

**Requirements**

1. Please add a link to the source (usually a paper) of the method.
2. Some evidence should be provided that there is general interest in using the method. We will not add new methods that are freshly published but without evidence that there is demand for it.
3. Ideally, we want to not only add the implementation of the new method, but also examples (notebooks, scripts), documentation, and an extensive test suite that proves that the method works with a variety of tasks. However, this can be very daunting. Therefore, it is also acceptable to only provide the implementation and at least one working example. Documentation and tests can be added in follow up PRs.

**Steps**

Before you start to implement the new method, please open an issue on GitHub with your proposal. That way, the maintainers can give you some early feedback.

When implementing the method, it makes sense to look for existing implementations that already exist as a guide. Moreover, when you structure your code, please take inspiration from the other PEFT methods. For example, if your method is similar to LoRA, it makes sense to structure your code similarly or even re-use some functions or classes where it makes sense (but don’t overdo it, some code duplication is okay).","What should be included when adding a new fine-tuning method to PEFT?
",A link to the source of the method and evidence of general interest in using it.,huggingface/peft/blob/main/docs/source/developer_guides/contributing.md,5.0,"The context clearly outlines the steps and requirements for adding a new fine-tuning method to PEFT. It specifies what information should be provided (link to source, evidence of interest), what implementation details are expected (structure of code, examples), and even provides guidance on how to approach the task (looking at existing implementations, reusing similar functions or classes). Therefore, it is clear that a new fine-tuning method can be added to PEFT with specific requirements and guidelines provided in the context.

",4.0,"The question shows an understanding of the context, specifically asking about PEFT (Prompt Engineering for Transfer) which is related to the Hugging Face ecosystem. However, it lacks specificity and clarity regarding what exactly should be included when adding a new fine-tuning method, making it somewhat broad and open-ended.

",5.0,"The question appears to be self-contained, referring only to PEFT (Parallel Evolutionary Fine Tuning), which is an open concept. There's no mention of specific context or settings that would require additional information to understand the question.

"
"## TFWav2Vec2ForSequenceClassification

[[autodoc]] TFWav2Vec2ForSequenceClassification
    - call

## TFWav2Vec2ForCTC

[[autodoc]] TFWav2Vec2ForCTC
    - call

</tf>
<jax>

## FlaxWav2Vec2Model

[[autodoc]] FlaxWav2Vec2Model
    - __call__

## FlaxWav2Vec2ForCTC

[[autodoc]] FlaxWav2Vec2ForCTC
    - __call__

## FlaxWav2Vec2ForPreTraining

[[autodoc]] FlaxWav2Vec2ForPreTraining
    - __call__

</jax>
</frameworkcontent>","What is the name of the model class that is a JAX implementation of Wav2Vec2.
",FlaxWav2Vec2Model,huggingface/transformers/blob/main/docs/source/en/model_doc/wav2vec2.md,5.0,"The question is about the JAX implementation of Wav2Vec2, and the context provides information on different model classes in JAX. However, only one class is mentioned that seems to be related to Wav2Vec2, which is FlaxWav2Vec2Model.

",4.0,"The question is relatively specific and points to a particular aspect of the Hugging Face ecosystem, indicating an interest in exploring JAX-based models for speech processing. This suggests a moderate level of specificity and relevance to NLP tasks.

",5.0,"The question is clear and unambiguous, asking for the specific model class implementing Wav2Vec2 using JAX. It does not rely on any additional context beyond the information provided in the question itself.
"
"While the model is loading, you might notice the following warning:

```bash
Some weights of the model checkpoint at MCG-NJU/videomae-base were not used when initializing VideoMAEForVideoClassification: [..., 'decoder.decoder_layers.1.attention.output.dense.bias', 'decoder.decoder_layers.2.attention.attention.key.weight']
- This IS expected if you are initializing VideoMAEForVideoClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing VideoMAEForVideoClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of VideoMAEForVideoClassification were not initialized from the model checkpoint at MCG-NJU/videomae-base and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
```

The warning is telling us we are throwing away some weights (e.g. the weights and bias of the `classifier` layer) and randomly initializing some others (the weights and bias of a new `classifier` layer). This is expected in this case, because we are adding a new head for which we don't have pretrained weights, so the library warns us we should fine-tune this model before using it for inference, which is exactly what we are going to do.","What happens when initializing VideoMAEForVideoClassification from the checkpoint of a model trained on another task or with another architecture?
",Some weights of the model checkpoint at MCG-NJU/videomae-base were not used when initializing VideoMAEForVideoClassification.,huggingface/transformers/blob/main/docs/source/en/tasks/video_classification.md,5.0,"The warning explicitly mentions that some weights of the model checkpoint were not used and some others were newly initialized when initializing VideoMAEForVideoClassification from a model trained on another task or with another architecture. This suggests that some pre-trained weights will be discarded, while new ones are randomly initialized for certain layers (in this case, the classifier layer).
",4.0,"This question is likely to be useful as it requires an understanding of how Hugging Face's AutoModel class handles loading pre-trained checkpoints, and specifically what happens when there are inconsistencies between the loaded checkpoint and the initialized model. It may involve understanding the configuration options available for VideoMAEForVideoClassification and how they interact with the loaded checkpoint.

",5.0,"This question assumes basic knowledge of deep learning models, model initialization, and video classification tasks. However, it does not depend on additional information specific to a particular context or document, making it understandable by itself.

"
"To get the top-5 predictions class names:

```py
>>> # Get imagenet class mappings
>>> url, filename = (""https://raw.githubusercontent.com/pytorch/hub/master/imagenet_classes.txt"", ""imagenet_classes.txt"")
>>> urllib.request.urlretrieve(url, filename)
>>> with open(""imagenet_classes.txt"", ""r"") as f:
...     categories = [s.strip() for s in f.readlines()]

>>> # Print top categories per image
>>> top5_prob, top5_catid = torch.topk(probabilities, 5)
>>> for i in range(top5_prob.size(0)):
...     print(categories[top5_catid[i]], top5_prob[i].item())
>>> # prints class names and probabilities like:
>>> # [('Samoyed', 0.6425196528434753), ('Pomeranian', 0.04062102362513542), ('keeshond', 0.03186424449086189), ('white wolf', 0.01739676296710968), ('Eskimo dog', 0.011717947199940681)]
```

Replace the model name with the variant you want to use, e.g. `regnety_002`. You can find the IDs in the model summaries at the top of this page.

To extract image features with this model, follow the [timm feature extraction examples](../feature_extraction), just change the name of the model you want to use.

## How do I finetune this model?

You can finetune any of the pre-trained models just by changing the classifier (the last layer).

```py
>>> model = timm.create_model('regnety_002', pretrained=True, num_classes=NUM_FINETUNE_CLASSES)
```
To finetune on your own dataset, you have to write a training loop or adapt [timm's training
script](https://github.com/rwightman/pytorch-image-models/blob/master/train.py) to use your dataset.

## How do I train this model?

You can follow the [timm recipe scripts](../scripts) for training a new model afresh.

## Citation

```BibTeX
@misc{radosavovic2020designing,
      title={Designing Network Design Spaces},
      author={Ilija Radosavovic and Raj Prateek Kosaraju and Ross Girshick and Kaiming He and Piotr Dollár},
      year={2020},
      eprint={2003.13678},
      archivePrefix={arXiv},
      primaryClass={cs.CV}
}
```","How do I finetune a pre-trained model?
",Just by changing the classifier (the last layer).,huggingface/pytorch-image-models/blob/main/hfdocs/source/models/regnety.mdx,5.0,"The context provides a clear example of how to finetune a pre-trained model by changing the classifier (the last layer) using `timm.create_model`. It also mentions that one has to write a training loop or adapt Timm's training script to use their own dataset. Additionally, it points to Timm recipe scripts for training a new model from scratch.

",5.0,"This question is useful because it's a common task in NLP, and there are many use cases where finetuning a pre-trained model is necessary. The Hugging Face ecosystem provides various tools to make this process easier, such as the `Trainer` class in the Transformers library.

",5.0,"The question is clear and makes sense without any additional context, as it asks about a general process (finetuning) that can be applied to various models.
"
"1. **[MT5](https://huggingface.co/docs/transformers/model_doc/mt5)** (from Google AI) released with the paper [mT5: A massively multilingual pre-trained text-to-text transformer](https://arxiv.org/abs/2010.11934) by Linting Xue, Noah Constant, Adam Roberts, Mihir Kale, Rami Al-Rfou, Aditya Siddhant, Aditya Barua, Colin Raffel.
1. **[MusicGen](https://huggingface.co/docs/transformers/model_doc/musicgen)** (from Meta) released with the paper [Simple and Controllable Music Generation](https://arxiv.org/abs/2306.05284) by Jade Copet, Felix Kreuk, Itai Gat, Tal Remez, David Kant, Gabriel Synnaeve, Yossi Adi and Alexandre Défossez.
1. **[MVP](https://huggingface.co/docs/transformers/model_doc/mvp)** (from RUC AI Box) released with the paper [MVP: Multi-task Supervised Pre-training for Natural Language Generation](https://arxiv.org/abs/2206.12131) by Tianyi Tang, Junyi Li, Wayne Xin Zhao and Ji-Rong Wen.
1. **[NAT](https://huggingface.co/docs/transformers/model_doc/nat)** (from SHI Labs) released with the paper [Neighborhood Attention Transformer](https://arxiv.org/abs/2204.07143) by Ali Hassani, Steven Walton, Jiachen Li, Shen Li, and Humphrey Shi.
1. **[Nezha](https://huggingface.co/docs/transformers/model_doc/nezha)** (from Huawei Noah’s Ark Lab) released with the paper [NEZHA: Neural Contextualized Representation for Chinese Language Understanding](https://arxiv.org/abs/1909.00204) by Junqiu Wei, Xiaozhe Ren, Xiaoguang Li, Wenyong Huang, Yi Liao, Yasheng Wang, Jiashu Lin, Xin Jiang, Xiao Chen and Qun Liu.
1. **[NLLB](https://huggingface.co/docs/transformers/model_doc/nllb)** (from Meta) released with the paper [No Language Left Behind: Scaling Human-Centered Machine Translation](https://arxiv.org/abs/2207.04672) by the NLLB team.
1. **[NLLB-MOE](https://huggingface.co/docs/transformers/model_doc/nllb-moe)** (from Meta) released with the paper [No Language Left Behind: Scaling Human-Centered Machine Translation](https://arxiv.org/abs/2207.04672) by the NLLB team.","Who is the author of the paper ""mT5: A massively multilingual pre-trained text-to-text transformer""?
","Linting Xue, Noah Constant, Adam Roberts, Mihir Kale, Rami Al-Rfou, Aditya Siddhant, Aditya Barua, Colin Raffel.",huggingface/transformers/blob/main/README_zh-hant.md,4.0,"The context provides a list of papers and their corresponding authors, but it does not explicitly mention the author of the paper ""mT5: A massively multilingual pre-trained text-to-text transformer"". However, there is an entry in the list that links to this paper with its authors. Therefore, one can easily find the answer by looking at the provided information.

",4.0,"This question appears to be directly related to the topic of NLP applications with the Hugging Face ecosystem, as the paper mentioned in the question (mT5) is a model built using the Transformers library from Hugging Face. The author of this paper might have some insights or experiences that could be relevant and helpful for machine learning developers working on similar projects.
",5.0,"This question can be understood independently without any additional context, as it simply asks for the author of a specific research paper.
"
"## Load Dataset


```python
from datasets import load_dataset, DatasetDict

common_voice = DatasetDict()

common_voice[""train""] = load_dataset(dataset_name, language_abbr, split=""train+validation"", use_auth_token=True)
common_voice[""test""] = load_dataset(dataset_name, language_abbr, split=""test"", use_auth_token=True)

print(common_voice)
```


```python
common_voice = common_voice.remove_columns(
    [""accent"", ""age"", ""client_id"", ""down_votes"", ""gender"", ""locale"", ""path"", ""segment"", ""up_votes""]
)

print(common_voice)
```

## Prepare Feature Extractor, Tokenizer and Data


```python
from transformers import WhisperFeatureExtractor

feature_extractor = WhisperFeatureExtractor.from_pretrained(model_name_or_path)
```


```python
from transformers import WhisperTokenizer

tokenizer = WhisperTokenizer.from_pretrained(model_name_or_path, language=language, task=task)
```


```python
from transformers import WhisperProcessor

processor = WhisperProcessor.from_pretrained(model_name_or_path, language=language, task=task)
```

### Prepare Data


```python
print(common_voice[""train""][0])
```

Since
our input audio is sampled at 48kHz, we need to _downsample_ it to
16kHz prior to passing it to the Whisper feature extractor, 16kHz being the sampling rate expected by the Whisper model.

We'll set the audio inputs to the correct sampling rate using dataset's
[`cast_column`](https://huggingface.co/docs/datasets/package_reference/main_classes.html?highlight=cast_column#datasets.DatasetDict.cast_column)
method. This operation does not change the audio in-place,
but rather signals to `datasets` to resample audio samples _on the fly_ the
first time that they are loaded:


```python
from datasets import Audio

common_voice = common_voice.cast_column(""audio"", Audio(sampling_rate=16000))
```

Re-loading the first audio sample in the Common Voice dataset will resample
it to the desired sampling rate:


```python
print(common_voice[""train""][0])
```","What is the sampling rate expected by the Whisper model?
",16kHz,huggingface/peft/blob/main/examples/int8_training/peft_bnb_whisper_large_v2_training.ipynb,4.0,"The context provides information about loading a dataset, removing columns, preparing feature extractors and tokenizers, and downsampling audio samples from 48kHz to 16kHz. However, it does not explicitly mention the sampling rate expected by the Whisper model until the last code snippet, where it mentions that 16kHz is the sampling rate expected by the Whisper model.

",4.0,"This question seems to be specific to the Whisper model, which is a speech recognition model part of the Hugging Face Transformers library. The sampling rate for audio data in the context of speech recognition is typically related to the quality and resolution of the input audio signal. Without more information about the Whisper model's requirements or common practices in speech recognition, it's difficult to provide a precise answer. However, this question could be useful if someone was looking into implementing the Whisper model with specific audio data that has varying sampling rates and needs guidance on how to properly configure the model.

",5.0,"The question refers to a specific model (Whisper) and asks for a specific parameter (sampling rate), which can be looked up independently of any additional context.
"
"model_8bit = AutoModelForCausalLM.from_pretrained(""facebook/opt-350m"", load_in_8bit=True, torch_dtype=torch.float32)
model_8bit.model.decoder.layers[-1].final_layer_norm.weight.dtype
```

Once a model is quantized to 8-bit, you can't push the quantized weights to the Hub unless you're using the latest version of Transformers and bitsandbytes. If you have the latest versions, then you can push the 8-bit model to the Hub with the [`~PreTrainedModel.push_to_hub`] method. The quantization config.json file is pushed first, followed by the quantized model weights.

```py
from transformers import AutoModelForCausalLM, AutoTokenizer

model = AutoModelForCausalLM.from_pretrained(""bigscience/bloom-560m"", device_map=""auto"", load_in_8bit=True)
tokenizer = AutoTokenizer.from_pretrained(""bigscience/bloom-560m"")

model.push_to_hub(""bloom-560m-8bit"")
```

</hfoption>
<hfoption id=""4-bit"">

Quantizing a model in 4-bit reduces your memory-usage by 4x, and for large models, set `device_map=""auto""` to efficiently use the GPUs available:

```py
from transformers import AutoModelForCausalLM

model_4bit = AutoModelForCausalLM.from_pretrained(""bigscience/bloom-1b7"", device_map=""auto"", load_in_4bit=True)
```

By default, all the other modules such as `torch.nn.LayerNorm` are converted to `torch.float16`. You can change the data type of these modules with the `torch_dtype` parameter if you want:

```py
import torch
from transformers import AutoModelForCausalLM

model_4bit = AutoModelForCausalLM.from_pretrained(""facebook/opt-350m"", load_in_4bit=True, torch_dtype=torch.float32)
model_4bit.model.decoder.layers[-1].final_layer_norm.weight.dtype
```

Once a model is quantized to 4-bit, you can't push the quantized weights to the Hub.

</hfoption>
</hfoptions>

<Tip warning={true}>

Training with 8-bit and 4-bit weights are only supported for training *extra* parameters.

</Tip>

You can check your memory footprint with the `get_memory_footprint` method:","What is the dtype of model_8bit.model.decoder.layers[-1].final_layer_norm.weight?
",torch.float32,huggingface/transformers/blob/main/docs/source/en/quantization.md,5.0,"The context provides information about quantizing models to 8-bit or 4-bit, but it does not explicitly mention the dtype of specific model weights. However, the provided code snippet shows that when loading a model in 8-bit mode with `torch_dtype=torch.float32`, the weight is indeed of type `float32`. This suggests that when using 8-bit quantization with a custom torch dtype, the weights will be of that custom dtype.

",4.0,"This question seems to be about retrieving a specific attribute from a pre-trained language model using the Hugging Face Transformers library. The question is clear and concise, but it assumes a certain level of familiarity with the library's API and the structure of the models. A machine learning developer building NLP applications with this ecosystem would need to know how to access weights in a transformer decoder layer.

",4.0,"This question asks about a specific attribute (dtype) of a particular object (model_8bit.model.decoder.layers[-1].final_layer_norm.weight) within a model, indicating it relies on prior knowledge or context to be understood.

"
"!--Copyright 2023 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Version 2.0 (the ""License""); you may not use this file except in compliance with
the License. You may obtain a copy of the License at

http://www.apache.org/licenses/LICENSE-2.0

Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on
an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the License for the
specific language governing permissions and limitations under the License.
-->

# Load adapters

[[open-in-colab]]

There are several [training](../training/overview) techniques for personalizing diffusion models to generate images of a specific subject or images in certain styles. Each of these training methods produces a different type of adapter. Some of the adapters generate an entirely new model, while other adapters only modify a smaller set of embeddings or weights. This means the loading process for each adapter is also different.

This guide will show you how to load DreamBooth, textual inversion, and LoRA weights.

<Tip>

Feel free to browse the [Stable Diffusion Conceptualizer](https://huggingface.co/spaces/sd-concepts-library/stable-diffusion-conceptualizer), [LoRA the Explorer](https://huggingface.co/spaces/multimodalart/LoraTheExplorer), and the [Diffusers Models Gallery](https://huggingface.co/spaces/huggingface-projects/diffusers-gallery) for checkpoints and embeddings to use.

</Tip>

## DreamBooth

[DreamBooth](https://dreambooth.github.io/) finetunes an *entire diffusion model* on just several images of a subject to generate images of that subject in new styles and settings. This method works by using a special word in the prompt that the model learns to associate with the subject image. Of all the training methods, DreamBooth produces the largest file size (usually a few GBs) because it is a full checkpoint model.","What type of adapter generates an entirely new model?
",DreamBooth,huggingface/diffusers/blob/main/docs/source/en/using-diffusers/loading_adapters.md,5.0,"The context describes several adapters for personalizing diffusion models, including DreamBooth, which ""finetunes an entire diffusion model"" and thus generates a new model. This information directly addresses the question of what type of adapter generates an entirely new model.
",4.0,"The question appears to be asking about adapters used in the Hugging Face ecosystem, specifically seeking information on a particular type of adapter that generates a completely new model. This suggests the respondent has some familiarity with NLP and the Hugging Face tools but needs clarification or details about specific types of adapters.
",5.0,"This question can be understood without any additional context or background information. The term ""adapter"" might require knowledge of specific domains, but the concept of generating a new model from it is clear and unambiguous.
"
